cost,BMPS,Blinkered,Full Deliberation,Meta-greedy,Optimal
0.0078125,0.6264468749999988,0.5774942708333384,0.6182083333333184,0.4905208333333344,0.6328541666666689
0.015625,0.6104666666666683,0.5671791666666681,0.5741500000000016,0.4811083333333319,0.6183447916666649
0.03125,0.5858458333333363,0.5474125000000014,0.5037666666666653,0.4657500000000011,0.5921416666666691
0.0625,0.5231041666666688,0.5101583333333334,0.3668666666666646,0.4359666666666665,0.5424333333333339
0.125,0.41019166666666207,0.4117750000000016,0.05506666666666525,0.3731999999999989,0.43511666666666554
0.25,0.2495333333333338,0.2460666666666673,-0.5135999999999986,0.24433333333333376,0.25391666666666624
0.5,-0.004066666666666669,-0.0034666666666666665,-1.6799999999999515,0.0028666666666666675,-0.00046666666666666894
1.0,0.0,0.0,-4.016533333333323,0.0,0.0
