cost,BMPS,Blinkered,Full Deliberation,Meta-greedy,Optimal
0.0078125,0.009152967287447331,0.007682318837592811,0.010611258879903761,0.007897073823715824,0.009137922191096833
0.015625,0.009353330221306588,0.0076149066693138815,0.010705145449993193,0.007933368372106868,0.009232221767148297
0.03125,0.010032152804172233,0.007666790538251709,0.010721229260892503,0.0078859508894586,0.009387974937607825
0.0625,0.009611915648813434,0.008339401498235999,0.010601198269448121,0.00781885828927377,0.00967840665196256
0.125,0.010969465493136285,0.008219071119457612,0.010791998090911985,0.007888396682841666,0.010439790207321803
0.25,0.007970382136923724,0.007935288239266649,0.010551671925444692,0.007983831343779665,0.008799072491765415
0.5,0.008078138623839624,0.007984798314549024,0.010551933461269803,0.00799139458939196,0.007866866012575545
1.0,0.0,0.0,0.010664378556748854,0.0,0.0
